관리 ID,수종관리번호,수종명(한글명),수고,흉고직경,근원경,수관폭,수목 수령,"보호틀
설치유무","보호덮개
설치유무","지주대
설치유무","보호대
설치유무",법정동 코드,도로명코드,도로구간일련번호,"조성위치
(좌/우/중앙분리대)",식재 위치,식재 간격,식재상태,조성 일자,보호틀 형태,삭제 구분,삭제 사유,경도,위도
PT00024,벗나무-24,벗나무,4.3,14,15.4,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776699518688,37.8898448573093
PT00025,벗나무-25,벗나무,3.8,12,13.2,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776703502983,37.8898981402658
PT00026,벗나무-26,벗나무,4.7,17,18.7,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776724835037,37.8903080411645
PT00027,벗나무-27,벗나무,4.8,13,14.3,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776726142212,37.8903631528464
PT00028,벗나무-28,벗나무,4.8,15,16.5,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776727245484,37.8904163533408
PT00029,벗나무-29,벗나무,5.1,14,15.4,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776731125445,37.8904703089094
PT00030,벗나무-30,벗나무,5.0,13,14.3,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776733273411,37.8905242910815
PT00031,벗나무-31,벗나무,4.3,14,15.4,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776737048322,37.8905763090918
PT00032,벗나무-32,벗나무,5.7,17,18.7,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776740055958,37.8906320783308
PT00033,벗나무-33,벗나무,4.5,13,14.3,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776742940561,37.8906859686391
PT00034,벗나무-34,벗나무,4.0,13,14.3,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776745490334,37.8907418606293
PT00035,벗나무-35,벗나무,4.5,12,13.2,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776745118201,37.8907937522898
PT00036,벗나무-36,벗나무,4.7,12,13.2,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776750694823,37.8908509900204
PT00037,벗나무-37,벗나무,6.1,15,16.5,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776751885016,37.8909009708474
PT00038,벗나무-38,벗나무,6.0,15,16.5,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776753975568,37.8909569252036
PT00039,벗나무-39,벗나무,4.3,19,20.9,1.5,0,Y,N,N,N,0,2218001,163,L,보도,6,0.0,0,직사각형,N,,127.776756612062,37.8910116732322
PT00040,느티나무-40,느티나무,5.1,12,13.2,4.8,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.774519520811,37.9028089849217
PT00041,느티나무-41,느티나무,1.5,12,13.2,2.0,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.774551354603,37.902756061005
PT00042,느티나무-42,느티나무,4.8,10,11.0,3.3,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.7745935095,37.9027125289079
PT00043,느티나무-43,느티나무,7.5,32,35.2,9.7,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.774659079825,37.9026678840303
PT00044,느티나무-44,느티나무,1.9,7,7.7,1.8,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.774677506418,37.902658844231
PT00045,느티나무-45,느티나무,4.0,10,11.0,6.1,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.774709287842,37.9026411459945
PT00046,느티나무-46,느티나무,2.1,6,6.6,1.8,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.774736525212,37.9026274790659
PT00047,느티나무-47,느티나무,7.7,34,37.4,6.0,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.774755972139,37.9026141646993
PT00048,느티나무-48,느티나무,7.7,28,30.8,6.6,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.774976597929,37.9025759453105
PT00049,느티나무-49,느티나무,7.5,29,31.9,6.0,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.775204409949,37.9025941969334
PT00050,느티나무-50,느티나무,6.1,20,22.0,5.2,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.775302386067,37.9026058956533
PT00051,느티나무-51,느티나무,7.7,16,17.6,5.6,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.775404621793,37.9026199583556
PT00052,느티나무-52,느티나무,7.3,23,25.3,7.1,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.775480059449,37.9026278683094
PT00053,느티나무-53,느티나무,4.3,11,12.1,2.4,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.775584163719,37.9026384681852
PT00054,느티나무-54,느티나무,9.7,31,34.1,9.6,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.77566323543,37.9026469247153
PT00055,느티나무-55,느티나무,8.4,24,26.4,4.5,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.775770432059,37.9026430620964
PT00056,느티나무-56,느티나무,7.8,28,30.8,5.5,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.776245250858,37.9027172921642
PT00057,느티나무-57,느티나무,9.9,32,35.2,7.8,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.776318115673,37.9027927268818
PT00058,느티나무-58,느티나무,4.6,17,18.7,3.4,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.776351148352,37.9028256189714
PT00059,느티나무-59,느티나무,10.3,30,33.0,8.0,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.776699906968,37.9028952598433
PT00060,느티나무-60,느티나무,11.5,33,36.3,8.9,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.776791305628,37.9028522898709
PT00061,느티나무-61,느티나무,12.4,37,40.7,10.4,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.776890432692,37.9028021525172
PT00062,느티나무-62,느티나무,8.8,17,18.7,5.7,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.77698364435,37.902747366563
PT00063,느티나무-63,느티나무,7.9,16,17.6,7.5,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.777164717724,37.9025240743887
PT00064,느티나무-64,느티나무,10.5,39,42.9,9.0,0,N,N,N,N,0,3013015,3435,L,길어깨,10,0.0,0,,N,,127.777275221143,37.9023687333399
PT00065,느티나무-65,느티나무,7.9,22,24.2,9.3,0,N,N,N,N,0,3013015,3435,R,길어깨,10,0.0,0,,N,,127.776398196709,37.9029757871448
PT00066,느티나무-66,느티나무,8.9,18,19.8,6.6,0,N,N,N,N,0,3013015,3435,R,길어깨,10,0.0,0,,N,,127.776526920078,37.9029997235264
PT00067,느티나무-67,느티나무,9.4,13,14.3,6.7,0,N,N,N,N,0,3013015,3435,R,길어깨,10,0.0,0,,N,,127.776653621666,37.9029852284821
PT00068,느티나무-68,느티나무,8.6,28,30.8,5.7,0,N,N,N,N,0,3013015,3435,R,길어깨,10,0.0,0,,N,,127.776744505543,37.9029733366602
PT00069,느티나무-69,느티나무,8.8,25,27.5,6.7,0,N,N,N,N,0,3013015,3435,R,길어깨,10,0.0,0,,N,,127.776849404278,37.9029228622039
PT00070,느티나무-70,느티나무,9.2,36,39.6,5.6,0,N,N,N,N,0,3013015,3435,R,길어깨,10,0.0,0,,N,,127.777038050098,37.9028238131696
PT00071,느티나무-71,느티나무,10.5,34,37.4,7.8,0,N,N,N,N,0,3013015,3435,R,길어깨,10,0.0,0,,N,,127.777109502013,37.9027548756068
PT00072,느티나무-72,느티나무,8.6,35,38.5,8.4,0,N,N,N,N,0,3013015,3435,R,길어깨,10,0.0,0,,N,,127.777170599723,37.9026772567029
PT00073,느티나무-73,느티나무,9.2,26,28.6,8.4,0,N,N,N,N,0,3013015,3435,R,길어깨,10,0.0,0,,N,,127.777232383927,37.9025946753814
PT00074,느티나무-74,느티나무,9.8,36,39.6,9.7,0,N,N,N,N,0,3013015,3435,R,길어깨,10,0.0,0,,N,,127.777290048945,37.9025253700001
PT00075,느티나무-75,느티나무,11.3,36,39.6,9.2,0,N,N,N,N,0,3013015,3435,R,길어깨,10,0.0,0,,N,,127.777458385391,37.9025898238219
PT00076,이팝나무-76,이팝나무,4.8,9,9.9,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781652114574,37.9066605992444
PT00077,이팝나무-77,이팝나무,4.2,8,8.8,3.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781662208828,37.9067273651463
PT00078,이팝나무-78,이팝나무,3.8,7,7.7,1.6,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781673777541,37.9067828396165
PT00079,이팝나무-79,이팝나무,4.6,8,8.8,2.5,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781681694674,37.9068415765228
PT00080,이팝나무-80,이팝나무,4.9,11,12.1,2.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781688283997,37.9068942652666
PT00081,이팝나무-81,이팝나무,4.0,7,7.7,2.4,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781693298164,37.9069652442878
PT00082,이팝나무-82,이팝나무,4.2,8,8.8,2.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781694234828,37.9070274291527
PT00083,이팝나무-83,이팝나무,4.2,6,6.6,3.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781695440693,37.9071008471955
PT00084,이팝나무-84,이팝나무,4.3,18,19.8,2.6,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781693260969,37.9071667429656
PT00085,이팝나무-85,이팝나무,4.3,8,8.8,2.6,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781688797528,37.9072336626712
PT00086,이팝나무-86,이팝나무,4.3,8,8.8,2.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781685660843,37.9072959068534
PT00087,이팝나무-87,이팝나무,4.1,13,14.3,2.4,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781682093372,37.9073657031702
PT00088,이팝나무-88,이팝나무,4.9,11,12.1,2.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781676461687,37.9074192070916
PT00089,이팝나무-89,이팝나무,4.2,7,7.7,2.9,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781675662232,37.9074843226327
PT00090,이팝나무-90,이팝나무,4.2,8,8.8,2.3,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781672453162,37.9075484723366
PT00091,이팝나무-91,이팝나무,4.6,9,9.9,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781669169379,37.9076016786155
PT00092,이팝나무-92,이팝나무,4.3,6,6.6,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781666865509,37.9076621722755
PT00093,이팝나무-93,이팝나무,4.1,8,8.8,2.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781660472094,37.9077223638709
PT00094,이팝나무-94,이팝나무,4.0,6,6.6,2.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781656629375,37.9077874073766
PT00095,이팝나무-95,이팝나무,4.5,7,7.7,3.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781654199496,37.9078393191433
PT00096,이팝나무-96,이팝나무,4.0,6,6.6,2.7,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781648272075,37.9078937403905
PT00097,이팝나무-97,이팝나무,4.8,7,7.7,3.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781644887129,37.9079442898711
PT00098,이팝나무-98,이팝나무,4.1,12,13.2,3.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781639836595,37.9079995643537
PT00099,이팝나무-99,이팝나무,4.2,8,8.8,2.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781637320828,37.90805640464
PT00100,이팝나무-100,이팝나무,3.9,9,9.9,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781631787758,37.9081169997569
PT00101,이팝나무-101,이팝나무,5.1,7,7.7,2.4,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781609710731,37.9083568879852
PT00102,이팝나무-102,이팝나무,4.0,6,6.6,2.6,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781604243918,37.9084181643231
PT00103,이팝나무-103,이팝나무,4.7,8,8.8,2.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781597886252,37.9084752292076
PT00104,이팝나무-104,이팝나무,4.2,7,7.7,1.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781593061178,37.9085308780852
PT00105,이팝나무-105,이팝나무,4.2,7,7.7,2.7,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781588918167,37.9085914770801
PT00106,이팝나무-106,이팝나무,4.2,7,7.7,2.5,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.78158115315,37.9086508914164
PT00107,이팝나무-107,이팝나무,4.4,8,8.8,2.6,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781577595308,37.9086990771889
PT00108,이팝나무-108,이팝나무,3.9,6,6.6,2.5,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781573589709,37.9087530530905
PT00109,이팝나무-109,이팝나무,3.7,9,9.9,2.7,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781544157652,37.9090588593232
PT00110,이팝나무-110,이팝나무,4.4,8,8.8,3.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781537127893,37.9091306350429
PT00111,이팝나무-111,이팝나무,3.7,8,8.8,3.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781523332308,37.9092936061853
PT00112,이팝나무-112,이팝나무,3.4,7,7.7,1.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781518184644,37.9093649348603
PT00113,이팝나무-113,이팝나무,4.4,8,8.8,1.7,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781507501908,37.9095850608744
PT00114,이팝나무-114,이팝나무,4.4,6,6.6,1.9,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781503612609,37.9096854093354
PT00115,이팝나무-115,이팝나무,3.7,6,6.6,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781499008114,37.9097751034213
PT00116,이팝나무-116,이팝나무,4.2,6,6.6,2.3,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.78149970804,37.9099361128917
PT00117,이팝나무-117,이팝나무,4.3,14,15.4,2.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781505742013,37.910026325014
PT00118,이팝나무-118,이팝나무,4.3,6,6.6,2.9,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781518799495,37.9101153360257
PT00119,이팝나무-119,이팝나무,4.2,10,11.0,2.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781535901966,37.9102045563752
PT00120,이팝나무-120,이팝나무,4.1,9,9.9,2.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781582163,37.9104476816373
PT00121,이팝나무-121,이팝나무,3.8,14,15.4,2.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781610780833,37.9105859493616
PT00122,이팝나무-122,이팝나무,4.6,8,8.8,3.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.7816357066,37.9106971904846
PT00123,이팝나무-123,이팝나무,4.7,8,8.8,2.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781662638816,37.9108441426537
PT00124,이팝나무-124,이팝나무,5.0,13,14.3,2.3,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781682133998,37.9109345487641
PT00125,이팝나무-125,이팝나무,4.2,8,8.8,1.9,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781714054343,37.9110858503726
PT00126,이팝나무-126,이팝나무,4.3,8,8.8,1.6,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781730696273,37.9111654521955
PT00127,이팝나무-127,이팝나무,4.7,10,11.0,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.78178508181,37.9114263477659
PT00128,이팝나무-128,이팝나무,5.7,9,9.9,2.6,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.78180877444,37.9115144905442
PT00129,이팝나무-129,이팝나무,5.4,9,9.9,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781825519958,37.9115955477005
PT00130,이팝나무-130,이팝나무,4.0,7,7.7,3.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781843171896,37.9116562486048
PT00131,이팝나무-131,이팝나무,4.1,9,9.9,3.4,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781862300897,37.9117185457776
PT00132,이팝나무-132,이팝나무,4.0,9,9.9,2.4,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781883977696,37.9117974063596
PT00133,이팝나무-133,이팝나무,4.6,11,12.1,2.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781907038527,37.9118779238176
PT00134,이팝나무-134,이팝나무,4.3,8,8.8,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781951466859,37.912025363045
PT00135,이팝나무-135,이팝나무,5.0,9,9.9,3.6,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.781978076452,37.9121140215462
PT00136,이팝나무-136,이팝나무,5.0,10,11.0,2.9,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782025281926,37.9122751430421
PT00137,이팝나무-137,이팝나무,4.5,8,8.8,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782057612163,37.9123859697265
PT00138,이팝나무-138,이팝나무,4.7,8,8.8,1.7,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782085981764,37.9124748817517
PT00139,이팝나무-139,이팝나무,4.2,9,9.9,2.5,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782112190087,37.9125724739687
PT00140,이팝나무-140,이팝나무,5.1,9,9.9,2.3,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782142937723,37.9126977883197
PT00141,이팝나무-141,이팝나무,4.9,11,12.1,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782164107043,37.9127737884229
PT00142,이팝나무-142,이팝나무,5.7,11,12.1,2.3,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782185355938,37.9128441029256
PT00143,이팝나무-143,이팝나무,5.1,8,8.8,2.4,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782224481126,37.9129797684297
PT00144,이팝나무-144,이팝나무,4.7,11,12.1,2.3,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782247462616,37.9130592738333
PT00145,이팝나무-145,이팝나무,4.7,10,11.0,3.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782275212302,37.9131477853085
PT00146,이팝나무-146,이팝나무,4.3,10,11.0,2.6,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782298216961,37.9132348138005
PT00147,이팝나무-147,이팝나무,4.1,10,11.0,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782324809485,37.9133235434475
PT00148,이팝나무-148,이팝나무,5.0,10,11.0,2.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782349392876,37.9134110530395
PT00149,이팝나무-149,이팝나무,4.1,7,7.7,2.4,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782374650158,37.91349895037
PT00150,이팝나무-150,이팝나무,4.5,9,9.9,3.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782397360064,37.9135870827362
PT00151,이팝나무-151,이팝나무,4.6,9,9.9,2.4,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782433286263,37.9137106621773
PT00152,이팝나무-152,이팝나무,3.7,9,9.9,1.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782457340285,37.9137991995922
PT00153,이팝나무-153,이팝나무,3.5,10,11.0,2.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.78250186638,37.9139558406038
PT00154,이팝나무-154,이팝나무,4.5,8,8.8,2.7,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782525801158,37.9140443900039
PT00155,이팝나무-155,이팝나무,4.5,12,13.2,2.3,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782550079629,37.9141320634098
PT00156,이팝나무-156,이팝나무,4.1,8,8.8,1.5,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782575276576,37.9142219040343
PT00157,이팝나무-157,이팝나무,3.5,10,11.0,1.3,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782597643664,37.9143077325482
PT00158,이팝나무-158,이팝나무,4.0,7,7.7,2.3,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782624988486,37.9144049676786
PT00159,이팝나무-159,이팝나무,4.3,12,13.2,2.6,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782644364318,37.9144957325758
PT00160,이팝나무-160,이팝나무,2.7,7,7.7,2.4,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782655012995,37.9145852629165
PT00161,이팝나무-161,이팝나무,4.0,8,8.8,3.6,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782659044023,37.9146751246036
PT00162,이팝나무-162,이팝나무,4.1,8,8.8,2.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782655841807,37.9147474544409
PT00163,이팝나무-163,이팝나무,4.2,7,7.7,1.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.78264918999,37.9148372786906
PT00164,이팝나무-164,이팝나무,3.9,7,7.7,2.4,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782634926055,37.9149268183821
PT00165,이팝나무-165,이팝나무,4.3,6,6.6,2.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782620865143,37.9150078790505
PT00166,이팝나무-166,이팝나무,4.2,6,6.6,2.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782546056097,37.915472082324
PT00167,이팝나무-167,이팝나무,4.7,7,7.7,2.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782519441586,37.9156524297033
PT00168,이팝나무-168,이팝나무,4.4,9,9.9,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782503588124,37.9157414071661
PT00169,이팝나무-169,이팝나무,3.9,9,9.9,2.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782487405107,37.9158298969116
PT00170,이팝나무-170,이팝나무,3.9,7,7.7,1.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782461658228,37.9159388006236
PT00171,이팝나무-171,이팝나무,4.4,7,7.7,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782439917679,37.9160261428232
PT00172,이팝나무-172,이팝나무,4.4,8,8.8,2.6,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782375680773,37.9162949637323
PT00173,이팝나무-173,이팝나무,3.8,7,7.7,2.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782341441632,37.9164273287991
PT00174,이팝나무-174,이팝나무,4.6,9,9.9,2.3,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782321073098,37.9165165189489
PT00175,이팝나무-175,이팝나무,4.2,7,7.7,2.2,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782301447511,37.9166051349863
PT00176,이팝나무-176,이팝나무,3.8,8,8.8,3.3,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782276533445,37.9166933445988
PT00177,이팝나무-177,이팝나무,3.9,7,7.7,1.7,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782256465102,37.9167828296401
PT00178,이팝나무-178,이팝나무,3.8,7,7.7,2.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782234663233,37.916871520282
PT00179,이팝나무-179,이팝나무,4.0,8,8.8,1.8,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782212970307,37.9169595563135
PT00180,이팝나무-180,이팝나무,3.8,7,7.7,3.0,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782186224356,37.9170471808444
PT00181,이팝나무-181,이팝나무,4.0,7,7.7,2.1,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782157499693,37.9171353535959
PT00182,이팝나무-182,이팝나무,4.3,6,6.6,2.4,12,Y,N,N,N,0,3218001,187,L,보도,11,0.0,0,정사각형,N,,127.782122617287,37.9172412904017
